text,aspect,label,label_id,gold_label
fiyat performans açısından mükemmel oldukça kaliteli duruyor ve çok rahat kiloyum boyum xxl umutsuzca aldim ama cok rahat oldu,price,positive,2,positive
kumaşı yumuşak rahatsız etmiyor görünümü şık dışarıda özellikle seyahatlerde giyiyorum bir kaç rengini aldım fiyatının çok üzerinde kaliteli görünümü bar çok kalın kalıp gibi tok bir materyal beklemeyin ama incecik de değil orta kalınlıkta,price,positive,2,positive
hamilelik sürecimde üç adet farklı renklerde aldım fiyat performans ürünü kesinlikle indirimleri takip edip indirimde iken aldım birkaç adet almak isterseniz indirimleri takip edin derim,price,positive,2,positive
ürün fiyat performans ürünü olarak indirimdeyken aldım,price,positive,2,positive
kaliteli ürün pamuk naylon onu bilerek alın indirimde aldım kg l tam oldu,price,positive,2,positive
kumaşı fiyatına göre kaliteli bir ürün aşırı güzel kumaşı var çok beğendim bayıldım çok güzel ve kaliteli,price,positive,2,positive
pamuk oranı düşük ince dokuma taşlık bir ürün tam beden alınabilir eşim çok beğendi fiyata göre ürün güzel ve kullanışlı,price,positive,2,positive
fiyat olarak gayet kaliteli bekledigimin üstünde,price,positive,2,positive
kumaşı fiyatına göre kaliteli ve şık dokusu ve görüntüsü çok güzel kumaşı çok rahat ve kaliteli teşekkürler,price,positive,2,positive
aşırı güzel kumaşı var kaliteli fiyat performans ürünü gayet iyi duruşu çok şık ve rahat,price,positive,2,positive
aşırı güzel kumaşı var kaliteli indirimde çok uyguna geldi memnun kaldım,price,positive,2,positive
fiyat performans ürünü fena değil ama biri hatalı geldi i ade için uğraşmak istemedim,price,positive,2,positive
gayet güzel uygun fiyat altınyıldız kalitesi kesimi düzgün ve kalıbı rahat kg cm boy m beden tam oldu,price,positive,2,positive
kampanyalı uygun fiyata geldi hepsi harika,price,positive,2,positive
bu fiyata gayet güzel ürün,price,positive,2,positive
göründüğü gibi gayet güzel fiyatına göre iyi ürün teşekkürler,price,positive,2,positive
hem indirimdeydi hemde ilk alışverişe özel indirim vardı iki rengini beraber aldım ve coķ çok beğendi eşim pandemi süreci ve sokağa çıkma yasağı olmasına rağmen kargom çok iyi zamanda geldi teskkurler,price,positive,2,positive
fiyatına göre gayet iyi kalıbı göbekliyseniz biraz dar gelebilir bel kısmından elle açtırmak gerekiyor omuzlar ve kol tam oldu,price,positive,2,positive
fiyati uygun kaliteli bir ürün çok şık ve kumaşı güzel,price,positive,2,positive
uygun fiyat kaliteli teşekkürler,price,positive,2,positive
kalıbınıza göre alabilirsiniz kampanyalı fiyattan aldım mağazaya göre çok uyguna satın aldım avva tarafından gönderim sağlanmıştır,price,positive,2,positive
fiyatına göre kumaş kalitesi çok iyi i yi günlük kullanım için ideal kumaşı kaliteli ve çok şık çok tarz ve kaliteli bir ürün aynen göründüğü gibi rengi de çok güzel çok iyi kumaşı da güzel,price,positive,2,positive
daha önce mağazadan aldım çok beğenerek giyiyorum kampanya varken kaçırmadan rengini daha aldım gayet güzel paketlenmiş slim fit yazdığına bakmayın regular gibi,price,positive,2,positive
bu fiyatta böyle ürün inanılmaz,price,positive,2,positive
çok bi kaliteli değil ama fiyatına göre alınabilir,price,positive,2,positive
severek kullanıyorum her indirimde farklı model veya renginden alırım,price,positive,2,positive
kumaşı fiyatına göre kaliteli ve şık çok güzel fotoğrafta görüldüğü gibi bedeninize göre almanız tavsiye olunur,price,positive,2,positive
görseldeki gibi fiyatına göre gayet güzel fiyatına göre ideal bir ürün günlük kullanım için gayet iyi çok güzel bir ürün tavsiye ediyorum cok rahat ve guzel bir urun,price,positive,2,positive
güzel ürün fiyat performans,price,positive,2,positive
çok kaliteli güzel bir ürün fiyatı biraz yükselmiş aldığım fiyata gelirse tekrar sipariş vericem,price,positive,2,positive
lacivert ve siyah iki adet aldım oğlum için fena değil kumaş olarak rahat bir ürüne benziyor hızlı geldi içinde not vardı satıcı kardeşim piyasaya kendini tanıtmaya çalışıyor çabası ve emeğine olumlu bakıyor alacak olanlara bu fiyata çok uygun ürün olarak tavsiye ediyor kolaylıklar ve başarılar diliyorum,price,positive,2,positive
uygun fiyat ve kesimi güzel,price,positive,2,positive
tam pamuklu değil fakat fiyatına göre gayet makul,price,positive,2,positive
fiyat performans ürünğ,price,positive,2,positive
aynı fotoğraftaki ürün gibi çok güzel kumaş ve kalite çok güzel fiyatına göre iyi ürün teşekkürler kumaşı harika cok begendim tesekkurler cok rahat ve guzel bir urun görseldeki gibi fiyatına göre gayet güzel,price,positive,2,positive
kumaşı duruşu çok güzel ve tam kalıp çok güzel renkleri canlı ve kaliteli göründüğü gibi kumaşı da güzel fiyatına göre kumaş kalitesi çok güzel güzel ürün uygun fiyatlı tavsiye ederim çok güzel yumuşacık bir ürün,price,positive,2,positive
dünyanın en güzel eşofmanı o kadar rahat ki üstünüzde yokmuş gibi hissedersiniz i ç belli etmiyor boy kiloya m beden tam oldu tayt gibi de değil böyle bol bol da değil fiyatını fazlasıyla hak ediyor mükemmel,price,positive,2,positive
tamam kargo çok hızlı günde elime ulaştı ama ben siyahlı grili olanı sipariş vermiştim ama bana gelen ürün dümdüz siyah böyle bir saçmalık nasıl oluyor anlamıyorum siyah istesem siyah sipariş ederdim fotoğrafta ekledim,shipping,negative,0,positive
kaç gün gecikti ürün glmedi stokta kalmadı da diyemiuolar gün sonra para iadesi yapıyolar,shipping,negative,0,negative
düşük yıldız verdiğim için belki yayınlanmayacak ama yine de yazmak istedim ürünü satın aldıktan gün sonra stokta yok deyip iptal eden altınyıldız firmasına soru sorunca okuma ve yazma yapmadan anlama zahmetine katlanmadan otomatik cevap veriyor hepsiburada da hiç karşılaşmadığım şekilde günde teslimat yapılıyor ne firma ne kargo anlayışı bir daha almaya değer değil indirim dahi yapsa asla bir daha tercih etmem ürüne gelince daha pamuklu bir ürün bekliyordum polyester oranı daha yüksek geldi elimde naylon hissiyatı veriyor boy kg xl gayet iyi oldu l sıkardı diye düşünüyorum,shipping,negative,0,negative
ürün iyi de mağaza da sorun var aynı gün aynı mağazada kaç tane ürün aldım hepsi ayrı ayrı parçaparça geldi ürün yoksa bekletin tek kargo yapın,shipping,neutral,1,negative
ürünü beğendim ama ürün çok geç kargoya verildi babalar günü için almıştım ama kargo bugün elime geçti,shipping,neutral,1,negative
hizli kargo ve kaliteli ürün teşekkür ederim,shipping,positive,2,positive
beklediğim kargo idi gelir gelmez giydim yok böyle bir eşofman alın aldırın renk almıştım şimdi diğer renklerini de alacağım teşekkürler,shipping,positive,2,positive
kargo paketleme çok iyi ürün de beklediğim gibi geldi teşekkürler,shipping,positive,2,positive
çok güzel paketleme kargo çok özel kendimizi özel hissettirdi üründe beden ve kalite olarak gayet güzel devamlı alıyoruz,shipping,positive,2,positive
kargo hizli paketleme güzel saticiya hayirli bol kazançlar di leri m,shipping,positive,2,positive
kargo ve ürün gayet iyi,shipping,positive,2,positive
çok hızlı geldi kalitesi de fena değil ancak şu bel bağlama iplerini kısaltınca zengin mi olacaklar anlamadığımdan dolayı bir puan kestim,shipping,positive,2,positive
ürünün dokusu ve rengi çok güzel tam beden hızlı kargo,shipping,positive,2,positive
kalitesi gayet güzel ama beden olarak bir beden büyük alınmalı hızlı kargo,shipping,positive,2,positive
cok kalitekiydi hizki kargo icin teşekkürler,shipping,positive,2,positive
urun çok güzel kargosuysa sıkıntısız geldi,shipping,positive,2,positive
ürün boy ve beden olarak güzel kargo süper hızlı hepsi ekprese teşekkürler,shipping,positive,2,positive
altınyıldız kalitesi ve hızlı kargolama teşekkürler,shipping,positive,2,positive
çok güzel kaliteli kolay kolay bişi beğenmeyen eşim tam not verdi hızlı ve sorunsuz teslim edildi boy kg xl aldık iyi oldu,shipping,positive,2,positive
ürün güzel fakat çok gec kargolandi,shipping,positive,2,negative
ürün güzel beğendim sadece birinin lastik yerinde dikiş hatası vardı onun dışında sorunsuz teslim aldım memnunum tavsiye ederim,shipping,positive,2,positive
hediye aldım hızlı kargo ve güzel ürün diyebilirim,shipping,positive,2,positive
ürün numara mağaza puan ancak eder tek seferde ürün aldım hepsi ayrı günde ayrı ayrı geldi işimiz gücümüz yok kargo poşeti yırtıyoruz,shipping,positive,2,negative
hızlı kargo ürün yumuşacık ve çok kaliteli almak isteyenler düşünmeden tereddüt etmeden alabilir,shipping,positive,2,positive
güzel ürün anında teslimat,shipping,positive,2,positive
rahat kalıbı ile spor yapmak çok keyifliydi ayrıca hızlı kargo için tekrar teşekkür ederim,shipping,positive,2,positive
dün sipariş verdim bugün elimdeydi hızlı teslimat ürün kalitesini de çok beğendim,shipping,positive,2,positive
geç teslimat ama ürün çok güzel kesinlikle bir iki beden küçük gösteriyor karnı toparlıyor,shipping,positive,2,negative
kalitesi kumaşı çok hoş ayrıca neredeyse günde kapıma geldi hızlı kargolama için de ayrı teşekkür ederim,shipping,positive,2,positive
kargo beklediğimden erken geldi ürün gerçekten güzel,shipping,positive,2,positive
mükemmel kalite uygun fiyat ve hızlı kargo teşekkürler,shipping,positive,2,positive
mükemmel kalite dokusuna bayılmadım kargo hemen geldi,shipping,positive,2,positive
kumaşı falan gayet güzel yıkadıktan hiç sıkıntı olmadı ama bir beden büyük alın diyenler var sakın almayım ki benım eşimin göbeği oldugu halde yani onlara güvenip aldık iade ettim tekrar alıp kargo parası verdim onlar yüzünden ilkinde kargo bedavaydı,shipping,positive,2,positive
hızlı kargolandı aynı anlatıldığı gibiydi teşekkürler,shipping,positive,2,positive
parasına göre ürün çok iyi kargolamada gayet hızlı,shipping,positive,2,positive
ürün rahat modeli de güzel satıcı ilgili benim hatam dolayısıyla kargoda sorun olmasına rağmen tekrar gönderdiler teşekkürler,shipping,positive,2,negative
hızlı teslimat özenli paket elinize sağlık ürün ne kalın ne ince günlük kullanıma çok uygun cm kg xl tam oldu teşekkür ederim,shipping,positive,2,positive
kilo l harika oldu teslimat hızlıydı eşofman rahat ve kullanışlı derecede yıkadım çekme olmadı,shipping,positive,2,positive
hızlı teslimat,shipping,positive,2,positive
polyester pamuk karışımı olduğu için eşim giymek istemedi iade etmek zorunda kaldım rengi bedeni duruşu çok güzel teslimat hızlı paketleme özenliydi teşekkürler,shipping,positive,2,positive
kumaşı çok ince ancak bu paraya bu kaliteden fazlasını beklemek de zaten aşırı beklentiye girmek olurdu altınyıldız imzası var dikimi falan güzel en azından bu arada rengi gerçekten çok hoş hızlıca da kargoya verildi,shipping,positive,2,positive
gayet güzel kullanışlı teşekkürler hızlı kargolama için,shipping,positive,2,positive
,size_fit,negative,0,negative
bedenler berbat eşim için tane aldık xl sipariş verdik tayt gibi oldu,size_fit,negative,0,negative
boy kilo l beden xl gibi durdu aşırı geniş geldi bana ölçüleri birde pamuk o ayrıntıya dikkat edin,size_fit,negative,0,negative
kaşmir olmadığını biliyordum kaşmir görünümlü diye aldım ama alakası yok çok ucuz duruyor ayrıca s giyiyorum m aldım dökümlü dursun diye ama daracık oldu,size_fit,negative,0,negative
i ade yanlış ürün göndermişler hem beden hem renk itinasız kumaş kalitesiz,size_fit,negative,0,negative
elime alıralmaz bu be kullanılmış mı dedim lastiği daha paketten çıkarken kaymıştı buruşmuştu medium olup large almama rağmen dar geldi giyemedim lastiği esnekliği falan kötü i adesiyle uğraşıcam,size_fit,negative,0,negative
,,,,
kg arası kesinlikle l beden almalı bence m aldım kısa geliyor,size_fit,negative,0,negative
ürünü hatalı beden gönderdiniz normal ebatlarda değişim talep ettiğimde ise stok yok şeklinde bildirim ile iade durumuna getirdiniz halbuki stoklarınızda ürün bulunuyor ne düşünmeliyim ürün fiyatı arttığı için tekrar sipariş oluşturmaya zorlamanızı mı,size_fit,negative,0,negative
eşime aldım kadın şeyi göndermişler beli ince paçaları bol içine giremedi bile iade de edemedim kaldı elimde beğenmedim kumaşı da ince,size_fit,negative,0,negative
yanlış gönderilmiş dar paça bunca emeğe yazik,size_fit,negative,0,negative
bir beden buyuk hatta iki beden bile olabilir,size_fit,negative,0,negative
,,,,
asla abartıldığı kadar değil hatta muadil falan hiç değil zor kuruyan bir kumaşı var spora uygun değil boy kilo l beden bol geldi k alsam olurmuş,size_fit,negative,0,negative
l bedeni nasıl s beden gönderirsiniz günlerdir sizi bekliyorum,size_fit,negative,0,negative
,,,,
bir beden büyük alın,size_fit,negative,0,negative
yanlış beden yolladılar,size_fit,negative,0,negative
,,,,
tam bedenim olmasına rağmen koltuk altı ikinci giymem de yırtıldı,size_fit,negative,0,positive
yanlıs beden ve renk gönderildi ama urun kalıtelı,size_fit,negative,0,negative
urun gayet iyi tam oturuyor bedeninizi alın,size_fit,negative,0,positive
anrasit renk l beden istedim lacivert xl gönderilmiş bedavadan güzel yorum beklemek yerine işinizi doğru yapmak sizin için daha hayırlı olacaktır saygılarımla,size_fit,negative,0,negative
daha önce siyahını aldım aynı beden laci aldım asla aynı beden değil çok daha dar sebep nedir acaba,size_fit,negative,0,negative
o kadar çok övülmüş ki beklentiyi yuksek tuttum tabiki mahallede esohman satan yerlerdende ayni bu kumas bulunabilir beli cok yuksek degil gobek ortasinda kaliyor ve de selulitleriniz varsa belli ediyor arkadaslar hamile olanlar tercih edebilir rahatlikla esnek kumas oldugu icin yazilmis ama naylon bi ürun hamileler icin aslinda zararli baya bildigin kaşındırıyor naylon urunler beni boy kg l aldim tam oldu tayt gibi durmadi tercih edilebilir,size_fit,neutral,1,positive
ürün kaliteli olabilir ama çok dar kalıbı,size_fit,neutral,1,negative
,,,,
,,,,
yaka kısmı defolu beden tam oldu üzerinden,size_fit,neutral,1,positive
normalde l beden giyiyorum gayet güzel salaş da duruyor xl sipariş verdiğim halde dapdar gözüküyor etiketli olan yeni diğerleri l beden bende olanlar,size_fit,neutral,1,negative
geniş paça almama rağmen dar paça gönderildi neyse iade ile uğraşmadım giydim fakat kumaşı öyle kötüymüş ki tiftik tiftik oldu paça tarafı pütür pütür oldu fotoğraflarda görebilirsiniz hiç memnun kalmadım hiç beğenmedim bu mağduriyeti nasıl gidereceksiniz merak ediyorum çünkü az buz para değil,size_fit,neutral,1,negative
,,,,
çok ince ve çok esnek bir beden küçük almanızı tavsiye ediyorum kargo gayet özenliydi yanı fiyata gore normal bence,size_fit,neutral,1,negative
öncelikle bu tshırtlerın asagı yukarı tum renklerını farklı zamanlarda aldım boy kg l beden aldım tum tshırtlerde yıkamadan sonra karın bolgedınde çekme sorunu yasadım yıkama kurallarına genelde riayet ederım alacaklar bır buyuk bedenını slsınlar ayrıca grı rengınde omux bolgesınde dıkış acıklıgı oldugunu fsrkettım alırken bu faktorlerı goz onunde bulundurun,size_fit,neutral,1,negative
i çine ne giyersen olduğu gibi gösteriyor bi beden değil beden büyük alınmalı kalıbı çok dar kol boyu kısa,size_fit,neutral,1,negative
bu kadar çok övülmesine rağmen beğenmedim malesef tam bedenimi aldım dar değildi bir kere yıkandı ve dikişleri sökülmüş,size_fit,neutral,1,positive
hiç abartılacak bir ürün değil tayt kumaşında tam bedenimi aldığım halde pot durdu,size_fit,neutral,1,negative
beden küçük kaliteli büyük alın bir de ince hafif soğuklarda ideal,size_fit,neutral,1,negative
renk ve beden uymadı üzülerek geri iade resimdeki ile ilgisi yok,size_fit,neutral,1,negative
l beden sipariş vermiştim m beden geldi daha özenli ve dikkatli olunmasını beklerdim mecburen iade ediyorum,size_fit,neutral,1,negative
boyu çok uzun kendi bedeninizi alabilirsiniz,size_fit,neutral,1,positive
ürünün rahatlığına diyecek sözüm yok üç rengini de aldım normalde m beden giyerim s aldım fakat üçünde de ilk giyişte yıpranmalar oldu bakın henüz ilk giyişimde,size_fit,neutral,1,neutral
,,,,
çok memnun kaldığım bir ürün aynısından çok sık giydiiğim için ye sipariş verdim fakat beden çok küçüktü üretimde bir sorun olduğunu düşünüyorum üzülerek iade edeceğim,size_fit,neutral,1,positive
evet duruşu güzel ve rahat ama ilk yıkamada bile çıkmayan o buram buram plastik naylon kokusu çok rahatsız edici bu kadar naylon olduğunu bilsem almazdım açıkçası,size_fit,neutral,1,positive
bi beden küçük alınabilir boy kilo m beden bol durdu s beden olmadığı için mecbur bol giyicem,size_fit,neutral,1,neutral
,,,,
,,,,
boy kg normalde herşeyi m beden alırım tam olur ama maalesef bol geldi iade kumaşı güzel kaliteli fakat ince ama iç göstermiyor bir beden küçük alınmalı tayt gibi toparlamasını istiyorsanız,size_fit,neutral,1,negative
tayt güzel ama hiç toparlayıcı değil çorap giymiş gibi hissettiriyor toparlayıcı şık dursun istiyorsanız istediğiniz gibi durmaz bi beden küçük alın,size_fit,neutral,1,negative
ürün güzel fakat m beden sipariş verdim s beden ebatinda m beden yapmışlar kardeşimin kullandığı altin yıldız polo yaka s bedenle karşılaştırdim ebat aynısı ürün kaliteli ona diyecek birsey yok lakin bedeni düzgün olmadıktan sonra istediği kadar kaliteli olsun iade edeceğim,size_fit,neutral,1,negative
ürün kumaşı bana ince geldi boy kilo için m beden giyilebilir tam oturdu lakin l benden daha iyi olacaktır yazlık bir ürün gibi duruyor görünüşü polyester gibi değil esnek gelmedi bana evde ve günlük kullanıma uygun ama gezi yada dışarda giyerseniz çok premium durmaz fiyatı ürüne göre biraz pahalı fiyat performans ürün değil bana göre keşke herkes böyle açıklayıcı yorumlar yapsa,size_fit,neutral,1,neutral
ürün gerçekten güzel ve tam kalıp arkadaşlar meriç keskin önerisiyle aldım memnunum,size_fit,positive,2,positive
urun cok kaliteli fakat beden degisikligi yapacagim icin iade talebi olusturdum,size_fit,positive,2,neutral
çok güzel çok beğendim boyum kilom xl aldım biraz bol geldi bir beden küçük alsam daha iyi olurmuş ama olsun bu şekilde de kullanırım bir daha sipariş verip bir besen küçük alicam tavsiye ederim,size_fit,positive,2,neutral
ütü gerektirmeden giyebildigim kaliteli bir tişörtüm oldu adet aldım birini eşimin abisine hediye ettim i kisini de kendim beğenerek kullanıyorum klasik kesim slim fit falan değil fit sevenler beden küçük alabilir,size_fit,positive,2,neutral
cok güzel bi ürün esnek ve kalibi tam kiloyum s beden cok iyi oldu günlük cok rahat kullanilir,size_fit,positive,2,positive
güzel idare eder yorumlarda kalıbı geniş denmiş ama değil tam beden alın,size_fit,positive,2,positive
kumaşı kalitesi harika bir beden büyük tercih ettik çok iyi oldu çok hızlı ulaştı sadece iki renk sipariş vermiştim biri tedarik edilemedi beni üzdü yeniden sipariş verdim bir yıldız ordan kırdım,size_fit,positive,2,positive
bedeni kumaşı harika çok beğendim,size_fit,positive,2,positive
tiriş tiril yumoş pamuklu kumaş tam beden ölçüsü kaçırmadan heman almanızı tavsiye ederim,size_fit,positive,2,positive
her rengini almaya karar verdim bi beden küçük alın,size_fit,positive,2,neutral
mükemmellllll boy kg bilerek m beden aldım iyi oldu s alsam hatları çok belli eder diye düşündüm,size_fit,positive,2,positive
kumaş kalitesi çok güzel bedenimi istedim tam oldu boyu uzun geldi biraz onuda terzi ye yaptırdım tavsiye ederim,size_fit,positive,2,positive
kiloyum m beden aldım tam oldu yanlış bedende ürün almıştım değişim çabuk gerçekleşti almanız gereken bir ürün,size_fit,positive,2,positive
ürün kumaşı duruşu çok güzel boy kg m beden aldım güzel oldu,size_fit,positive,2,positive
xl aldik bol gi bi duruyor ama kumaşi çekecek belli,size_fit,positive,2,neutral
evet biraz ince ama birbeden küçük almak lazım,size_fit,positive,2,neutral
kalitesi ve dokusu çok güzel ben şimdi fit diyerek bedenimin bir büyüğünü aldı biraz bol geldi fiyat olarak ve kalite olarak çok güzel almanızı tavsiye ederim,size_fit,positive,2,neutral
çok güzel bi eşofman altı ama farklı renkler arasında beden farkı var laciverti daha bol siyahi bi tık daha dar,size_fit,positive,2,neutral
kg basenli biriyim tam kalıp xl aldım tammm oldu çok da rahat gerçekten kusursuz geldi hızlı geldi teşekkürler,size_fit,positive,2,positive
cok rahat övülduğu kadar varmiş tam beden alsim ben,size_fit,positive,2,positive
hiç düşünmeden alacağınız bir ürün her renginden aldım kendi bedeninizi alabilirsiniz boy kilo,size_fit,positive,2,positive
aynen gorseldeki ve anlatildigi gibi gayet guzel kendi bedenim cok guzel oldu ne dar ne asiri salas,size_fit,positive,2,positive
tam beden ve kaliteli,size_fit,positive,2,positive
üstte nasıl durur mankendeki gibi olur mu derken derken sipariş verdim ve geldiğinde hemen denedim gerçekten bahsedildiği kadar varmış kaliteli kalıbı güzel konforlu alın aldırın,size_fit,positive,2,positive
parasını sonuna kadar hakeden bir ürün,size_fit,positive,2,positive
s beden aldım kg boy tam oldu çok şık bir tişört,size_fit,positive,2,positive
tam bedeninizi alin kalitesi rengi cok guzel,size_fit,positive,2,positive
dar kalıp bir ürün onu göz önünde bulundurarak alın bence,size_fit,positive,2,neutral
daha önce siyahını almıştım büyük almışım birde tüylenme oldu umarım bunda olmaz bir beden küçük alınabilir,size_fit,positive,2,negative
los ojos kalitesini yıllardır çok beğenerek kullanıyorum ancak bu ispanyol paçanın kalıbı bir tık dar,size_fit,positive,2,negative
ürün fena değil ama yikandikca beden büyüdü sanki am idare eder fiyatı yüksek,size_fit,positive,2,neutral
doğum sonrası mutlu olduğum en en en güzel eşofman altı yanlız şöyle bir durum var ben kiloyum xl aldım lastik kısmı beredeyse göğüs altıma kadar gelir o derece bol oldu üstümden düşmedi ama lastik kısmı kavramadi da boyum sonrasında diğer renklerinden m beden aldım arkası biraz yapıştı ama iç göstermediği için çok da rahatsız etmedi üstüme tam otursun derseniz m beden ben bol istiyordum hatlarim belli olmasın derseniz l beden alın derim ben çünkü ufaktan bollasna durumu da var giydikce,size_fit,positive,2,neutral
kaliteli kumaş beden tam oldu,size_fit,positive,2,positive
boy kilo s beden aldim çok güzel oldu harika bir ürün çok rahat,size_fit,positive,2,positive
yüksek bel baya baya ama bir beden küçük alınabilir ben kendi bedenimi alınca karın bölgesinde tam bir toparlama olmadı sanki large alsam toparlardı daha güzel dururdu kumaşı kalitesi güzel,size_fit,positive,2,neutral
yorumları okuyarak satın aldım gerçektende oysho kalitesinde ürün kendi bedeninizi alabilirsiniz,size_fit,positive,2,positive
güzel ürün iyiki almışım m ve l arası bedenim ben l aldm ama keşke m alsaymışım,size_fit,positive,2,neutral
bir beden büyük alın,size_fit,positive,2,neutral
beden tam geldi alacaklar için tavsiyem ince bir kumaş istemiyorsanız almayın,size_fit,positive,2,positive
tam kalıp mükemmel,size_fit,positive,2,positive
adet m beden aldım beyaz gri turunc renk gibi slim fit değil normal kesim yaş bandına hitap etmiyor daha olgun gösteriyor yaş için ideal ama yinede giyilebilir indirimli bu fiyata küçük esnaftan bez dahi alamazsın en azından kaliteli ürün,size_fit,positive,2,positive
hemen paça kısımlarında hafif bir tüylenme oldu ama o kadar rahat ki üniforma gibi oldu ne giysem bunun rahatlığını arıyorum,size_fit,positive,2,positive
kumaşı çok rahat dalgıç kumaş gibi üstünde yokçasına ben hamilelik için aldım biraz salaş olsun istedim aslında l beden aldım bol olsun diye ama tam oldu gibi boy kg,size_fit,positive,2,neutral
daha once siyahta xs almistim gayet rahatti lacivertte de ayni beden aldim hem beli sıktı hem boydan kısa geldi hemde yuruyunce ag kismi yukari cikiyor rahatsiz ediyor yikadigim icin geri iade yapamadim malesef,size_fit,positive,2,neutral
boy kilo nişanlıma bohcaya koymak için xl beden aldık fakat enden ve boydan çok büyük geldi altınyıldız kalitesinde hızlı kargo geldi,size_fit,positive,2,negative
göründüğü gibi kumaşı da çok güzel bedeninizi alın tam otuyor,size_fit,positive,2,positive
kalitesi durusu mukemmel kendi bedeninizi alin,size_fit,positive,2,positive
çok rahat ama daha yıkanmadan bile hafif tüylenme yaptı sini almama engel olmadı ben rahhat dursun diye l almıştım rahat durdu ama m daha iyi olacak düşüncesiyle bir de m beden aldım severek kullanıyorum,size_fit,positive,2,positive
kilo cm m aldım eşofman gibi oldu tayt gibi olsun isterseniz bir beden küçük alabilirsiniz çok hafif serin tutuyor,size_fit,positive,2,negative
kalıplar tam ne giyiyosanız onu isteyin,size_fit,positive,2,positive
